Shop ID;Prod ID;In pieces;In liters;In boxes;1-in pieces, 0-in boxes
130048;1000119532;24;16,56;1;0
130048;1000121397;12;7,32;1;0
130048;1000126786;20;22,4;1;0
130048;1000128202;12;12,24;1;0
130048;1000130281;8;34,24;1;0
130048;1000132859;12;8,4;1;0
130048;1000132861;12;8,4;1;0
130048;1000134937;120;265,2;3;0
130048;1005410003;30;12,9;1;0
130048;1009990126;6;3,36;1;0
130048;1011090016;12;24,6;1;0
130048;1016300012;20;15;1;0
130048;1019990085;22;6,38;1;0
130048;1019990086;22;6,16;1;0
130048;1030080162;12;2,76;1;0
130048;1039990576;24;10,08;1;0
130048;1042229921;30;98,1;5;0
130048;1042349997;12;8,4;1;0
130048;1044579964;8;17,52;1;0
130048;1047569959;75;212,25;1;0
130048;1049990053;6;9,66;1;0
130048;1049993132;5;9,25;1;0
130048;1049995204;24;26,16;1;0
130048;1051242639;12;3;1;0
130048;1051242640;12;2,52;1;0
130048;1052950003;24;3,84;2;0
130048;1059100010;72;10,8;1;0
130048;1059990128;27;5,13;1;0
130048;1101050007;18;11,88;1;0
130048;1115930115;12;5,16;1;0
130048;1119991010;12;4,8;1;0
130048;1133538016;16;17,28;1;0
130048;1133538058;4;34,88;1;0
130048;1139990450;34;54,4;1;0
130048;1199991258;24;10,08;1;0
130048;1199991380;4;41,04;2;0
130048;1348900009;9;43,92;1;0
130048;1370400001;6;3,9;1;0
130048;1400000136;27;4,05;1;0
130048;1411440001;12;7,32;1;0
130048;1411440002;12;7,2;1;0
130048;1470400038;15;10,2;1;0
130048;1470400049;20;30,2;1;0
130048;1499900201;12;8,88;1;0
130048;1499910213;12;24,24;1;0
130048;1499919196;12;5,88;1;0
130048;1499919331;32;13,12;1;0
130048;1516100015;18;29,7;1;0
130048;1521515002;6;15,12;1;0
130048;1523200056;12;9,72;1;0
130048;1525900003;12;5,64;1;0
130048;1560200049;12;6,84;1;0
130048;1599400181;24;8,64;1;0
130048;1599401820;20;11;1;0
130048;1600000502;8;12,24;1;0
130048;1617200006;18;27,9;1;0
130048;1617200007;18;23,58;1;0
130048;1617200088;16;12,64;1;0
130048;1620998009;12;30,6;1;0
130048;1626010001;15;23,1;1;0
130048;1626011001;15;18,45;1;0
130048;1626800051;22;12,98;1;0
130048;1633576059;6;13,68;1;0
130048;1635300123;32;43,2;1;0
130048;1636599919;10;22,7;1;0
130048;1658500104;16;90,72;2;0
130048;1658500136;6;18,84;1;0
130048;1661500010;20;2,2;1;0
130048;1661500013;36;4,32;1;0
130048;1670400001;23;109,48;23;0
130048;1685600003;12;65,04;1;0
130048;1685600006;12;67,8;1;0
130048;1699101173;18;21,06;1;0
130048;1699101336;15;18,75;3;0
130048;1699910070;3;7,65;1;0
130048;1699911074;10;27,5;1;0
130048;1699919510;20;10;1;0
130048;1699920481;4;7,68;1;0
130048;1699920501;12;30,72;1;0
130048;1699920573;18;7,74;1;0
130048;1699920913;14;20,72;1;0
130048;1728400015;24;38,4;1;0
130048;1799900025;15;25,5;1;0
130048;1799900098;12;42,36;2;0
130048;1799900259;8;23,36;1;0
130048;1799900276;24;47,04;1;0
130048;1812420058;12;17,64;1;0
130048;1812490113;12;16,2;1;0
130048;1830800037;48;16,32;2;0
130048;1855512401;12;15;1;0
130048;1855512402;12;13,8;1;0
130048;1899910180;36;42,84;3;0
130048;1899910508;24;6,48;1;0
130048;1899912355;18;3,6;1;0
130048;1919990357;36;19,44;1;0
130048;1963100001;48;10,56;2;0
130048;1963100003;48;10,56;2;0
130048;2002310033;22;21,12;1;0
130048;2003100115;8;30,96;1;0
130048;2005950078;10;10,4;1;0
130048;2005950089;14;11,9;1;0
130048;2005960054;24;19,68;1;0
130048;2006090044;20;23,4;1;0
130048;2199910362;300;27;1;0
130048;2400017173;6;44,88;1;0
130048;3042670099;20;50,8;1;0
130048;3052290031;6;22,02;1;0
130048;3060810713;48;21,12;1;0
130048;3070940309;12;16,56;2;0
130048;3071600003;20;3,6;1;0
130048;3072460804;15;18,15;1;0
130048;3075520001;12;13,92;1;0
130048;3076000002;10;3,9;1;0
130048;3100390612;12;10,92;1;0
130048;3125780008;30;5,7;1;0
130048;3133530002;16;25,44;1;0
130048;3133780401;90;135,9;9;0
130048;3138150008;24;6;1;0
130048;3138150009;24;5,76;1;0
130048;3138150010;48;11,52;2;0
130048;3139480006;30;41,7;5;0
130048;3139480010;10;14,1;1;0
130048;3151270304;24;5,52;1;0
130048;3152910002;18;21,24;3;0
130048;3152910003;10;12,6;1;0
130048;3152910005;6;7,02;1;0
130048;3272100010;6;14,28;1;0
130048;3272430018;6;21,96;1;0
130048;3274330001;6;16,02;1;0
130048;3331670043;48;18,24;1;0
130048;3367460006;20;25,2;1;0
130048;3441610010;27;9,72;1;0
130048;3441610028;18;24,3;1;0
130048;3442420013;18;30,06;1;0
130048;5003650004;35;11,55;1;0
130048;5011199921;40;21,6;1;0
130048;5013999002;48;31,2;1;0
130048;5013999074;12;11,16;1;0
130048;5017999004;40;12;1;0
130048;5017999005;48;13,44;1;0
130048;5555009915;30;15,6;1;0
130048;5557080001;24;8,88;1;0
130048;7509879901;48;19,2;1;0
130048;9409600168;12;5,88;1;0
130048;9409611170;6;18,54;1;0
130048;9639630174;15;26,55;1;0
130048;9810810001;6;11,16;1;0
130048;9812460052;12;12,96;1;0
130048;9825000005;12;13,92;1;0
130048;9825000026;6;19,8;1;0
130048;9858700005;6;18,12;1;0
130048;9899996042;27;7,02;1;0
130048;9899996046;27;7,56;1;0
130048;9899996502;6;16,86;1;0
130048;9899996503;6;16,86;1;0
130048;9899996637;12;25,32;2;0
130048;9899996797;6;15,18;1;0
130048;9919990013;100;7;1;0
130048;9939990025;12;16,32;1;0
130052;1000001632;6;14,64;1;0
130052;1000001633;6;14,4;1;0
130052;1000008293;12;14,64;1;0
130052;1000013567;12;10,56;1;0
130052;1000029331;45;60,75;3;0
130052;1000030623;25;31,25;1;0
130052;1000037499;10;37,3;1;0
130052;1000039491;3;8,49;1;0
130052;1000048427;32;7,68;1;0
130052;1000051818;16;27,36;1;0
130052;1000058286;3;8,82;1;0
130052;1000061348;12;9,48;1;0
130052;1000067063;40;9,6;1;0
130052;1000067064;40;10;1;0
130052;1000067820;10;2,6;1;0
130052;1000071462;2;8,86;1;0
130052;1000073063;12;15,12;1;0
130052;1000074594;32;6,08;1;0
130052;1000074596;32;4,16;1;0
130052;1000075066;12;34,32;2;0
130052;1000077721;12;24,36;1;0
130052;1000081107;13;18,33;1;0
130052;1000081738;7;61,67;7;0
130052;1000082691;27;18,9;1;0
130052;1000085022;24;70,8;1;0
130052;1000091561;10;12,6;1;0
130052;1000091582;20;3;1;0
130052;1000097533;9;12,51;1;0
130052;1000100320;30;24,6;2;0
130052;1000105606;12;5,88;1;0
130052;1000113529;11;11,99;1;0
130052;1000113539;24;6,48;1;0
130052;1000115289;6;44,04;1;0
130052;1000115450;40;21,2;1;0
130052;1000122784;24;2,16;1;0
130052;1000126781;5;9,65;1;0
130052;1000127722;6;10,32;1;0
130052;1000130281;8;34,24;1;0
130052;1002400010;6;2,76;1;0
130052;1009990126;6;3,36;1;0
130052;1009991438;8;9,04;1;0
130052;1039990572;24;10,8;1;0
130052;1042229921;12;39,24;2;0
130052;1042229973;12;5,88;1;0
130052;1047569959;25;70,75;1;0
130052;1049993307;20;22,6;1;0
130052;1059990068;6;1,26;1;0
130052;1059990474;25;16,5;1;0
130052;1062630012;36;37,08;1;0
130052;1099990016;12;21,12;1;0
130052;1101230018;48;8,16;1;0
130052;1119991012;12;4,32;1;0
130052;1199991380;4;41,04;2;0
130052;1370400001;6;3,9;1;0
130052;1393100213;6;15,66;1;0
130052;1400000136;27;4,05;1;0
130052;1400000182;6;1,26;1;0
130052;1499910205;27;23,76;1;0
130052;1500000110;50;26;1;0
130052;1521515002;12;30,24;2;0
130052;1523200057;12;26,88;1;0
130052;1541500097;6;13,92;1;0
130052;1559100011;24;22,8;1;0
130052;1599400026;12;10,92;1;0
130052;1599401503;25;4,5;1;0
130052;1620998009;12;30,6;1;0
130052;1626800005;7;14,7;1;0
130052;1626800024;6;16,14;1;0
130052;1635300108;36;1,8;1;0
130052;1636599919;10;22,7;1;0
130052;1689500011;36;20,88;1;0
130052;1699101172;18;24,12;1;0
130052;1699101336;5;6,25;1;0
130052;1699911074;10;27,5;1;0
130052;1799900098;6;21,18;1;0
130052;2003100104;22;23,54;1;0
130052;2006090193;22;20,46;1;0
130052;2123200006;24;9,84;1;0
130052;2199910272;24;38,16;1;0
130052;2279800042;20;23,8;1;0
130052;3020860002;15;26,4;1;0
130052;3060810917;48;19,68;1;0
130052;3070940309;6;8,28;1;0
130052;3072460804;15;18,15;1;0
130052;3080390144;22;5,5;1;0
130052;3113530008;36;3,24;1;0
130052;3133780401;40;60,4;4;0
130052;3138150010;24;5,76;1;0
130052;3152910002;15;17,7;3;0
130052;3284010204;10;10,8;1;0
130052;3367460006;20;25,2;1;0
130052;5011199921;40;21,6;1;0
130052;9409250706;24;16,8;1;0
130052;9810810001;6;11,16;1;0
130052;9812460035;12;17,64;1;0
130052;9812460043;12;15,12;1;0
130052;9899996043;27;5,94;1;0
130052;9899996045;27;7,29;1;0
130052;9899996615;6;16,5;1;0
130052;9899996637;12;25,32;2;0
130052;9899996638;6;13,08;1;0
130053;1000000385;3;9,93;1;0
130053;1000001230;20;2,8;1;0
130053;1000001575;24;58,32;1;0
130053;1000013902;18;17,82;1;0
130053;1000023339;12;19,2;1;0
130053;1000024373;6;14,94;1;0
130053;1000026117;40;34;1;0
130053;1000026249;11;12,98;1;0
130053;1000039683;3,5;9,695;1;0
130053;1000048427;32;7,68;1;0
130053;1000051088;10;3;1;0
130053;1000051818;16;27,36;1;0
130053;1000055644;16;19,2;1;0
130053;1000055645;16;17,44;1;0
130053;1000057960;18;1,08;1;0
130053;1000058019;36;26,64;1;0
130053;1000060055;15;42,3;1;0
130053;1000060056;15;25,2;1;0
130053;1000064338;12;7,32;1;0
130053;1000065958;26;14,04;1;0
130053;1000068485;18;4,5;1;0
130053;1000068711;40;20,4;1;0
130053;1000074594;32;6,08;1;0
130053;1000075066;24;68,64;4;0
130053;1000075172;24;52,08;1;0
130053;1000077732;10;19,9;1;0
130053;1000081738;5;44,05;5;0
130053;1000087560;8;21,2;1;0
130053;1000091561;10;12,6;1;0
130053;1000093763;15;6,9;1;0
130053;1000095960;34;32,98;1;0
130053;1000097533;9;12,51;1;0
130053;1000100320;30;24,6;2;0
130053;1000101793;20;2,6;1;0
130053;1000103139;4;4;1;0
130053;1000103242;60;135,6;3;0
130053;1000106578;15;13,05;1;0
130053;1000113530;24;3,6;1;0
130053;1000115449;30;13,2;1;0
130053;1000115450;40;21,2;1;0
130053;1000124339;6;7,44;1;0
130053;1000124354;5;9,8;1;0
130053;1000134937;80;176,8;2;0
130053;1009990126;6;3,36;1;0
130053;1009991438;8;9,04;1;0
130053;1039990273;10;8,2;1;0
130053;1042229921;6;19,62;1;0
130053;1059990474;25;16,5;1;0
130053;1069990135;20;13,4;1;0
130053;1077040010;40;30,8;1;0
130053;1079990090;10;10,8;1;0
130053;1101050007;18;11,88;1;0
130053;1104800013;20;16,8;1;0
130053;1116090056;12;2,28;1;0
130053;1139990403;4;24,84;1;0
130053;1199991258;24;10,08;1;0
130053;1199991380;2;20,52;1;0
130053;1348900009;9;43,92;1;0
130053;1370400001;6;3,9;1;0
130053;1393100213;12;31,32;2;0
130053;1400000136;27;4,05;1;0
130053;1411440002;12;7,2;1;0
130053;1436100001;13;7,93;1;0
130053;1499910013;12;7,32;1;0
130053;1499919196;12;5,88;1;0
130053;1499919331;32;13,12;1;0
130053;1499919333;32;18,24;1;0
130053;1510000042;12;29,76;2;0
130053;1516100019;27;10,26;1;0
130053;1518500022;27;6,75;1;0
130053;1521515002;6;15,12;1;0
130053;1523200057;12;26,88;1;0
130053;1559100011;24;22,8;1;0
130053;1600000289;20;30,4;1;0
130053;1610600024;7;15,19;1;0
130053;1611300048;24;5,28;1;0
130053;1635300108;36;1,8;1;0
130053;1636599919;10;22,7;1;0
130053;1647000073;24;5,04;1;0
130053;1685600006;12;67,8;1;0
130053;1699100061;20;2,8;1;0
130053;1699101173;18;21,06;1;0
130053;1699910251;15;17,4;1;0
130053;1728400015;24;38,4;1;0
130053;1799900109;6;21,06;1;0
130053;1830800048;6;4,26;1;0
130053;2001410001;24;20,64;1;0
130053;2006020020;12;21,36;1;0
130053;2006750006;24;21,36;1;0
130053;2123200069;12;13,68;1;0
130053;2123200073;12;15,48;1;0
130053;2199910021;100;50;1;0
130053;2400001004;48;41,28;1;0
130053;2400024598;12;18,12;1;0
130053;3070940309;6;8,28;1;0
130053;3072460804;15;18,15;1;0
130053;3139480006;6;8,34;1;0
130053;3152461705;24;5,52;1;0
130053;3152910003;10;12,6;1;0
130053;3152910005;6;7,02;1;0
130053;3272062003;12;16,44;1;0
130053;3274330001;6;16,02;1;0
130053;3275910003;12;23,52;1;0
130053;3443180002;27;9,72;1;0
130053;5003650004;35;11,55;1;0
130053;5011199921;120;64,8;3;0
130053;5111890001;20;39,2;1;0
130053;9419660562;12;16,92;1;0
130053;9810810001;6;11,16;1;0
130053;9812460043;12;15,12;1;0
130053;9812460052;12;12,96;1;0
130053;9899996041;27;7,02;1;0
130053;9899996502;6;16,86;1;0
130053;9899996503;12;33,72;2;0
130053;9899996548;6;10,38;1;0
130053;9899996615;18;49,5;3;0
130053;9899996637;12;25,32;2;0
130053;9899996638;6;13,08;1;0
130053;9939990025;12;16,32;1;0
130054;1000001573;24;58,32;1;0
130054;1000002996;12;3,12;1;0
130054;1000007768;5;13,05;1;0
130054;1000010874;75;35,25;1;0
130054;1000011311;6;12,42;1;0
130054;1000015588;60;3;1;0
130054;1000017155;24;53,52;1;0
130054;1000020779;12;7,08;1;0
130054;1000021923;48;22,08;1;0
130054;1000022658;15;15,15;1;0
130054;1000024630;36;52,56;1;0
130054;1000025032;36;29,88;1;0
130054;1000025223;20;17,6;1;0
130054;1000026143;50;22,5;1;0
130054;1000026174;50;11;1;0
130054;1000026300;20;44,6;1;0
130054;1000028965;12;16,92;1;0
130054;1000029331;30;40,5;2;0
130054;1000030623;25;31,25;1;0
130054;1000039517;30;27;1;0
130054;1000044742;30;16,5;1;0
130054;1000044797;28;3,36;1;0
130054;1000045473;12;9,24;1;0
130054;1000051818;48;82,08;3;0
130054;1000052957;15;16,2;1;0
130054;1000053678;16;25,28;1;0
130054;1000055644;16;19,2;1;0
130054;1000055645;16;17,44;1;0
130054;1000057843;12;12,96;1;0
130054;1000057991;4;18;1;0
130054;1000058286;3;8,82;1;0
130054;1000060050;12;13,2;1;0
130054;1000066780;14;23,94;1;0
130054;1000070727;22;3,08;1;0
130054;1000075066;6;17,16;1;0
130054;1000075169;30;59,4;1;0
130054;1000075887;12;11,52;1;0
130054;1000076085;20;63;1;0
130054;1000077342;12;13,44;1;0
130054;1000083385;24;20,4;1;0
130054;1000083775;12;39,84;2;0
130054;1000083776;12;39,36;2;0
130054;1000083779;6;19,92;1;0
130054;1000083781;6;23,28;1;0
130054;1000084297;15;25,8;1;0
130054;1000091167;12;11,88;1;0
130054;1000091561;20;25,2;2;0
130054;1000091582;20;3;1;0
130054;1000095915;18;129,06;3;0
130054;1000096091;6;14,94;1;0
130054;1000097533;9;12,51;1;0
130054;1000100320;15;12,3;1;0
130054;1000101793;20;2,6;1;0
130054;1000103242;20;45,2;1;0
130054;1000103635;12;7,08;1;0
130054;1000104853;48;32,16;2;0
130054;1000106111;10;18,5;1;0
130054;1000113251;30;25,2;1;0
130054;1000115291;6;44,04;1;0
130054;1000125969;16;6,4;1;0
130054;1000126781;5;9,65;1;0
130054;1000134937;80;176,8;2;0
130054;1005780006;25;3,75;1;0
130054;1009990122;15;7,8;1;0
130054;1009990126;6;3,36;1;0
130054;1019990085;22;6,38;1;0
130054;1031610017;27;11,34;1;0
130054;1039990274;10;9;1;0
130054;1047569959;25;70,75;1;0
130054;1049995204;24;26,16;1;0
130054;1051850003;27;4,05;1;0
130054;1059990403;6;1,26;1;0
130054;1059990476;25;16,75;1;0
130054;1059990562;27;4,05;1;0
130054;1079990090;10;10,8;1;0
130054;1094940002;18;26,64;1;0
130054;1139990403;4;24,84;1;0
130054;1199991258;24;10,08;1;0
130054;1400000150;12;2,52;2;0
130054;1400000155;12;2,04;1;0
130054;1400000182;6;1,26;1;0
130054;1499910126;12;11,28;1;0
130054;1499910205;27;23,76;1;0
130054;1499910213;12;24,24;1;0
130054;1519990001;2700;3996;1;1
130054;1521515002;6;15,12;1;0
130054;1523200042;18;6,48;1;0
130054;1524200025;16;7,04;1;0
130054;1544000210;6;16,02;1;0
130054;1559100011;24;22,8;1;0
130054;1599400182;24;8,88;1;0
130054;1599400508;6;1,26;1;0
130054;1599400518;25;10;1;0
130054;1599401820;20;11;1;0
130054;1600000502;8;12,24;1;0
130054;1617200034;7;10,5;1;0
130054;1626010001;15;23,1;1;0
130054;1635300123;32;43,2;1;0
130054;1655200001;12;12;1;0
130054;1670400001;4;19,04;4;0
130054;1685600003;12;65,04;1;0
130054;1685600006;24;135,6;2;0
130054;1699100061;20;2,8;1;0
130054;1699100070;20;3;1;0
130054;1699100362;4;14,92;1;0
130054;1699100941;5;9,35;1;0
130054;1699101336;5;6,25;1;0
130054;1699920481;4;7,68;1;0
130054;1699920501;12;30,72;1;0
130054;1799900098;6;21,18;1;0
130054;1812420058;12;17,64;1;0
130054;1812450001;12;14,4;1;0
130054;1812490113;12;16,2;1;0
130054;1830800037;24;8,16;1;0
130054;1899910180;24;28,56;2;0
130054;1929500005;12;1,92;1;0
130054;1929500019;12;1,92;1;0
130054;1963100001;48;10,56;2;0
130054;1963100003;48;10,56;2;0
130054;1989990378;8;54,08;2;0
130054;1992700001;6;1,26;1;0
130054;1992700004;6;1,26;1;0
130054;2003100099;22;23,54;1;0
130054;2003100257;4;25,16;1;0
130054;2009990169;24;1,44;1;0
130054;2123200017;30;1,8;1;0
130054;2123200094;34;2,72;1;0
130054;2154800005;9;48,78;1;0
130054;2174000001;24;6,72;1;0
130054;2400001913;6;15,72;1;0
130054;3020860002;15;26,4;1;0
130054;3050470003;12;46,68;2;0
130054;3052970601;6;15,66;1;0
130054;3062820005;12;9,96;1;0
130054;3070940309;6;8,28;1;0
130054;3072460804;15;18,15;1;0
130054;3073080015;24;6,48;1;0
130054;3090750111;24;9,12;1;0
130054;3090750205;24;9,12;1;0
130054;3125780002;35;7,35;1;0
130054;3125780008;30;5,7;1;0
130054;3132360213;24;7,2;1;0
130054;3133780401;30;45,3;3;0
130054;3139480006;6;8,34;1;0
130054;3139480009;6;8,1;1;0
130054;3141730001;12;9,48;1;0
130054;3152910002;15;17,7;3;0
130054;3152910003;10;12,6;1;0
130054;3152910005;6;7,02;1;0
130054;3272062010;12;16,56;1;0
130054;3272430018;6;21,96;1;0
130054;3274330001;6;16,02;1;0
130054;3275910003;12;23,52;1;0
130054;3441610031;6;8,88;1;0
130054;5011199921;80;43,2;2;0
130054;5013999069;72;72,72;1;0
130054;5017999005;48;13,44;1;0
130054;5111890001;20;39,2;1;0
130054;9812460052;12;12,96;1;0
130054;9819310008;6;16,02;1;0
130054;9819310009;6;16,32;1;0
130054;9825000005;12;13,92;1;0
130054;9825000026;6;19,8;1;0
130054;9858700006;6;22,02;1;0
130054;9899996502;6;16,86;1;0
130054;9899996546;6;16,74;1;0
130054;9899996615;12;33;2;0
130054;9899996638;12;26,16;2;0
130054;9919670003;100;7;1;0
130055;1000001231;20;2,4;1;0
130055;1000014231;20;16;1;0
130055;1000015588;60;3;1;0
130055;1000024376;12;13,92;1;0
130055;1000024630;36;52,56;1;0
130055;1000025152;6;1,8;1;0
130055;1000029331;15;20,25;1;0
130055;1000030623;25;31,25;1;0
130055;1000035015;32;23,04;1;0
130055;1000035915;40;81,6;1;0
130055;1000039517;30;27;1;0
130055;1000044580;14;59,78;1;0
130055;1000051086;10;3,1;1;0
130055;1000051818;16;27,36;1;0
130055;1000068360;20;20,8;1;0
130055;1000083775;12;39,84;2;0
130055;1000085022;24;70,8;1;0
130055;1000085323;16;7,36;1;0
130055;1000085798;80;8,8;1;0
130055;1000090310;10;8,2;1;0
130055;1000090903;26;6,76;1;0
130055;1000095915;12;86,04;2;0
130055;1000095961;60;31,2;1;0
130055;1000096090;6;16,98;1;0
130055;1000097349;6;17,88;1;0
130055;1000097507;12;62,76;1;0
130055;1000098139;24;14,88;1;0
130055;1000100369;14;13,16;1;0
130055;1000103635;12;7,08;1;0
130055;1000104853;48;32,16;2;0
130055;1000107921;14;18,34;1;0
130055;1000115894;8;1,28;1;0
130055;1000119532;24;16,56;1;0
130055;1000122784;24;2,16;1;0
130055;1000123220;12;12;1;0
130055;1000134937;80;176,8;2;0
130055;1009991414;28;26,6;1;0
130055;1009991416;28;28,84;1;0
130055;1016090036;12;18,48;1;0
130055;1019990045;20;4,6;1;0
130055;1019990085;22;6,38;1;0
130055;1039990571;24;10,32;1;0
130055;1042229921;6;19,62;1;0
130055;1049990053;6;9,66;1;0
130055;1055930003;12;2,04;1;0
130055;1056470058;18;3,24;1;0
130055;1059990027;6;1,2;1;0
130055;1059990403;6;1,26;1;0
130055;1062630012;36;37,08;1;0
130055;1080280008;12;2,04;1;0
130055;1099900001;1700;34;1;0
130055;1139990403;4;24,84;1;0
130055;1348900005;28;47,04;1;0
130055;1348900009;9;43,92;1;0
130055;1370400001;6;3,9;1;0
130055;1398800056;33;62,37;1;0
130055;1400000152;6;1,26;1;0
130055;1499919640;12;7,08;1;0
130055;1570400017;30;6,3;1;0
130055;1596700001;40;100;1;0
130055;1626011001;15;18,45;1;0
130055;1626800051;22;12,98;1;0
130055;1685600003;12;65,04;1;0
130055;1699100058;30;19,2;1;0
130055;1699100061;20;2,8;1;0
130055;1699920481;4;7,68;1;0
130055;1699920913;14;20,72;1;0
130055;1799900109;6;21,06;1;0
130055;1799900191;24;13,44;1;0
130055;1812410058;12;14,52;1;0
130055;1827700005;45;20,25;1;0
130055;1830800005;24;8,16;1;0
130055;1899900046;27;8,64;1;0
130055;1899910180;24;28,56;2;0
130055;1899912155;18;4,32;1;0
130055;1900000044;6;1,26;1;0
130055;1922900007;18;9;1;0
130055;1929500003;12;1,8;1;0
130055;1929500019;12;1,92;1;0
130055;1963100001;48;10,56;2;0
130055;1963100003;48;10,56;2;0
130055;1992700001;6;1,26;1;0
130055;2005960054;24;19,68;1;0
130055;2009900004;20;10,2;1;0
130055;2123200069;12;13,68;1;0
130055;2142500005;15;19,5;1;0
130055;2199910021;100;50;1;0
130055;2199910022;100;46;1;0
130055;2199910362;300;27;1;0
130055;2400001913;6;15,72;1;0
130055;2400012557;14;14,56;1;0
130055;3050470003;6;23,34;1;0
130055;3052190017;12;33,12;2;0
130055;3072460804;15;18,15;1;0
130055;3090750205;24;9,12;1;0
130055;3111633168;36;3,24;1;0
130055;3113530008;36;3,24;1;0
130055;3125780002;35;7,35;1;0
130055;3125780004;35;5,95;1;0
130055;3139480006;6;8,34;1;0
130055;3139480010;10;14,1;1;0
130055;3152910002;15;17,7;3;0
130055;3152910003;10;12,6;1;0
130055;3284010204;10;10,8;1;0
130055;3331670043;48;18,24;1;0
130055;3331670090;48;18,24;1;0
130055;3441610010;27;9,72;1;0
130055;5011199921;40;21,6;1;0
130055;7667900001;100;50;1;0
130055;9409250706;24;16,8;1;0
130055;9409611170;6;18,54;1;0
130055;9639630174;15;26,55;1;0
130055;9812460052;12;12,96;1;0
130055;9818500032;27;7,02;1;0
130055;9825000005;12;13,92;1;0
130055;9899996045;27;7,29;1;0
130055;9899996502;6;16,86;1;0
130055;9899996637;6;12,66;1;0
130055;9899996638;6;13,08;1;0
130055;9919670003;100;7;1;0
130055;9919990013;100;7;1;0
130056;1000001231;20;2,4;1;0
130056;1000001634;6;14,52;1;0
130056;1000006839;21;9,87;1;0
130056;1000019627;28;32,48;1;0
130056;1000025032;36;29,88;1;0
130056;1000025084;15;6,75;1;0
130056;1000026174;50;11;1;0
130056;1000029331;30;40,5;2;0
130056;1000030411;12;8,28;1;0
130056;1000035915;40;81,6;1;0
130056;1000044741;30;15;1;0
130056;1000046245;36;20,52;1;0
130056;1000060056;15;25,2;1;0
130056;1000067063;40;9,6;1;0
130056;1000075066;6;17,16;1;0
130056;1000075067;6;16,74;1;0
130056;1000076085;20;63;1;0
130056;1000078291;15;24,3;1;0
130056;1000079357;8;4,16;1;0
130056;1000081108;13;16,77;1;0
130056;1000083775;12;39,84;2;0
130056;1000084297;15;25,8;1;0
130056;1000085734;5;17,55;1;0
130056;1000090903;26;6,76;1;0
130056;1000091561;10;12,6;1;0
130056;1000093726;31;14,26;1;0
130056;1000095915;12;86,04;2;0
130056;1000096090;6;16,98;1;0
130056;1000100320;15;12,3;1;0
130056;1000102265;20;45,6;1;0
130056;1000103139;4;4;1;0
130056;1000103635;12;7,08;1;0
130056;1000104853;48;32,16;2;0
130056;1000107766;10;21,9;1;0
130056;1000108757;12;17,64;1;0
130056;1000111971;24;35,52;1;0
130056;1000112706;32;12,16;1;0
130056;1000112943;12;27,72;1;0
130056;1000113521;24;0,72;1;0
130056;1000113535;11;12,76;1;0
130056;1000119532;24;16,56;1;0
130056;1000125969;16;6,4;1;0
130056;1000127722;6;10,32;1;0
130056;1000130281;8;34,24;1;0
130056;1000134937;40;88,4;1;0
130056;1005780006;25;3,75;1;0
130056;1009990126;6;3,36;1;0
130056;1039990576;24;10,08;1;0
130056;1059990090;6;2,4;1;0
130056;1062630012;36;37,08;1;0
130056;1079990090;10;10,8;1;0
130056;1115930115;12;5,16;1;0
130056;1139990403;4;24,84;1;0
130056;1199991258;24;10,08;1;0
130056;1370400001;6;3,9;1;0
130056;1393100213;6;15,66;1;0
130056;1400000182;6;1,26;1;0
130056;1499910008;35;82,25;1;0
130056;1523200056;12;9,72;1;0
130056;1544000210;6;16,02;1;0
130056;1592700004;12;4,8;2;0
130056;1599400508;6;1,26;1;0
130056;1599401504;35;5,25;1;0
130056;1611300048;24;5,28;1;0
130056;1620998009;12;30,6;1;0
130056;1626011001;15;18,45;1;0
130056;1635300123;32;43,2;1;0
130056;1658500104;16;90,72;2;0
130056;1685600006;12;67,8;1;0
130056;1699100058;30;19,2;1;0
130056;1699100070;20;3;1;0
130056;1699911058;10;29,6;1;0
130056;1699911074;10;27,5;1;0
130056;1699920200;25;4;1;0
130056;1699920201;19;4,37;1;0
130056;1699920501;12;30,72;1;0
130056;1830800037;24;8,16;1;0
130056;1899910180;24;28,56;2;0
130056;1963100001;48;10,56;2;0
130056;1963100003;24;5,28;1;0
130056;2003100286;22;19,14;1;0
130056;2400007483;24;4,56;1;0
130056;3070390413;18;2,7;1;0
130056;3072460804;15;18,15;1;0
130056;3139480006;12;16,68;2;0
130056;3139480010;10;14,1;1;0
130056;3151270304;24;5,52;1;0
130056;3152910003;10;12,6;1;0
130056;3284010217;6;10,38;1;0
130056;5011199921;40;21,6;1;0
130056;9419660562;12;16,92;1;0
130056;9812460052;12;12,96;1;0
130056;9899996045;27;7,29;1;0
130056;9899996615;12;33;2;0
130056;9899996637;6;12,66;1;0
130056;9919990013;100;7;1;0
130057;1000000220;4;8,08;1;0
130057;1000001232;20;2,6;1;0
130057;1000001583;18;82,44;1;0
130057;1000001632;6;14,64;1;0
130057;1000001633;6;14,4;1;0
130057;1000001980;24;10,56;1;0
130057;1000002689;12;15,6;1;0
130057;1000006232;20;9,2;1;0
130057;1000011247;12;21;1;0
130057;1000015588;60;3;1;0
130057;1000017155;24;53,52;1;0
130057;1000020779;12;7,08;1;0
130057;1000025084;15;6,75;1;0
130057;1000025152;6;1,8;1;0
130057;1000026249;11;12,98;1;0
130057;1000029331;45;60,75;3;0
