Shop ID;Prod ID;In pieces;In liters;In boxes;1-in pieces, 0-in boxes
130011;1000040686;7;12,11;1;0
130011;1000051088;10;3;1;0
130011;1000055498;24;36,48;1;0
130011;1000065958;26;14,04;1;0
130011;1000067063;40;9,6;1;0
130011;1000070209;12;12;1;0
130011;1000070692;24;2,4;1;0
130011;1000074594;32;6,08;1;0
130011;1000075066;30;85,8;5;0
130011;1000075067;6;16,74;1;0
130011;1000075172;24;52,08;1;0
130011;1000076085;20;63;1;0
130011;1000077721;12;24,36;1;0
130011;1000079357;8;4,16;1;0
130011;1000081132;24;4,8;1;0
130011;1000082691;27;18,9;1;0
130011;1000084297;30;51,6;2;0
130011;1000091819;24;24;1;0
130011;1000096090;6;16,98;1;0
130011;1000100369;14;13,16;1;0
130011;1000101793;20;2,6;1;0
130011;1000104751;12;8,88;1;0
130011;1000106111;10;18,5;1;0
130011;1000113006;12;13,92;1;0
130011;1000113251;30;25,2;1;0
130011;1000125996;15;6,3;1;0
130011;1000127722;6;10,32;1;0
130011;1000134937;80;176,8;2;0
130011;1005410003;30;12,9;1;0
130011;1039990572;24;10,8;1;0
130011;1047569959;25;70,75;1;0
130011;1049990053;6;9,66;1;0
130011;1059990403;6;1,26;1;0
130011;1139990403;4;24,84;1;0
130011;1199991258;24;10,08;1;0
130011;1321056005;10;18,5;1;0
130011;1400000075;12;6,24;1;0
130011;1400000150;6;1,26;1;0
130011;1400000192;18;72,72;1;0
130011;1499900004;15;18,6;1;0
130011;1499900201;12;8,88;1;0
130011;1570400011;40;6,8;1;0
130011;1685600006;36;203,4;3;0
130011;1699101336;5;6,25;1;0
130011;1699911046;18;16,74;1;0
130011;1699911074;10;27,5;1;0
130011;1799900098;6;21,18;1;0
130011;1799900109;6;21,06;1;0
130011;1830800037;24;8,16;1;0
130011;1900000043;6;1,02;1;0
130011;1929500004;12;1,92;1;0
130011;2123200077;20;9,4;1;0
130011;3050480018;20;23,6;1;0
130011;3152910005;6;7,02;1;0
130011;3272100010;6;14,28;1;0
130011;5556156801;24;54,96;1;0
130011;9899996503;6;16,86;1;0
130011;9899996546;6;16,74;1;0
130013;122;32;22,72;1;0
130013;1000000220;4;8,08;1;0
130013;1000001230;20;2,8;1;0
130013;1000002618;5;16,55;1;0
130013;1000005466;9;9,72;1;0
130013;1000006839;21;9,87;1;0
130013;1000010468;12;15,12;1;0
130013;1000011256;40;28;1;0
130013;1000015447;20;12,8;1;0
130013;1000015588;60;3;1;0
130013;1000023196;24;25,68;1;0
130013;1000024375;12;14,76;1;0
130013;1000024630;36;52,56;1;0
130013;1000025084;15;6,75;1;0
130013;1000025228;20;21,8;1;0
130013;1000026117;40;34;1;0
130013;1000026173;50;11,5;1;0
130013;1000026300;10;22,3;1;0
130013;1000029331;15;20,25;1;0
130013;1000033918;24;14,4;1;0
130013;1000037498;10;29,8;1;0
130013;1000039517;30;27;1;0
130013;1000039683;3,5;9,695;1;0
130013;1000042685;14;10,08;1;0
130013;1000044579;14;67,06;1;0
130013;1000045474;12;8,16;1;0
130013;1000045692;36;12,6;1;0
130013;1000048427;32;7,68;1;0
130013;1000048881;72;45,36;1;0
130013;1000049739;32;7,68;1;0
130013;1000050584;12;8,28;1;0
130013;1000051818;16;27,36;1;0
130013;1000053678;16;25,28;1;0
130013;1000055645;16;17,44;1;0
130013;1000057327;20;3,4;1;0
130013;1000057991;4;18;1;0
130013;1000058019;36;26,64;1;0
130013;1000060055;15;42,3;1;0
130013;1000060520;24;33,6;1;0
130013;1000065958;26;14,04;1;0
130013;1000067064;40;10;1;0
130013;1000068395;24;41,76;1;0
130013;1000070225;8;46,8;1;0
130013;1000071213;21;21,42;1;0
130013;1000071462;4;17,72;2;0
130013;1000071934;100;26;1;0
130013;1000077521;8;13,12;1;0
130013;1000077721;12;24,36;1;0
130013;1000083775;12;39,84;2;0
130013;1000084212;40;33,2;1;0
130013;1000084297;15;25,8;1;0
130013;1000085734;5;17,55;1;0
130013;1000087560;8;21,2;1;0
130013;1000090831;22;3,08;1;0
130013;1000091561;20;25,2;2;0
130013;1000095915;12;86,04;2;0
130013;1000097507;12;62,76;1;0
130013;1000100320;15;12,3;1;0
130013;1000103139;4;4;1;0
130013;1000103635;24;14,16;2;0
130013;1000104853;48;32,16;2;0
130013;1000107766;10;21,9;1;0
130013;1000111107;6;10,86;1;0
130013;1000113006;12;13,92;1;0
130013;1000113251;30;25,2;1;0
130013;1000116220;15;41,7;1;0
130013;1000132861;12;8,4;1;0
130013;1000134937;80;176,8;2;0
130013;1009990126;6;3,36;1;0
130013;1009991068;6;3,84;1;0
130013;1009991480;16;18,24;1;0
130013;1016090006;12;3,84;1;0
130013;1016090036;12;18,48;1;0
130013;1019990085;22;6,38;1;0
130013;1030080162;12;2,76;1;0
130013;1032420023;9;26,82;1;0
130013;1039990275;15;10,8;1;0
130013;1042229921;18;58,86;3;0
130013;1047569959;175;495,25;1;0
130013;1049990052;15;10,2;1;0
130013;1049990053;6;9,66;1;0
130013;1049995082;27;38,07;1;0
130013;1051242640;12;2,52;1;0
130013;1059960308;72;17,28;1;0
130013;1059990128;27;5,13;1;0
130013;1059990129;27;3,78;1;0
130013;1199991258;24;10,08;1;0
130013;1370400001;6;3,9;1;0
130013;1393100213;6;15,66;1;0
130013;1400000142;27;3,51;1;0
130013;1470400038;15;10,2;1;0
130013;1470400048;20;19,6;1;0
130013;1499900201;12;8,88;1;0
130013;1499919151;15;37,2;1;0
130013;1499919642;20;43,6;1;0
130013;1519990001;2700;3996;1;1
130013;1523200042;18;6,48;1;0
130013;1523200056;12;9,72;1;0
130013;1524200095;32;20,16;1;0
130013;1599400026;12;10,92;1;0
130013;1599400201;12;7,56;1;0
130013;1599400518;25;10;1;0
130013;1617200073;20;2,2;1;0
130013;1626800027;5;5;1;0
130013;1635300020;24;4,08;1;0
130013;1685600006;12;67,8;1;0
130013;1699100061;20;2,8;1;0
130013;1699100062;20;2,8;1;0
130013;1699100071;20;3,2;1;0
130013;1699101336;15;18,75;3;0
130013;1699911074;10;27,5;1;0
130013;1699919141;3;21,78;1;0
130013;1699920913;14;20,72;1;0
130013;1728400015;24;38,4;1;0
130013;1799900025;15;25,5;1;0
130013;1799900098;6;21,18;1;0
130013;1799900259;8;23,36;1;0
130013;1812420058;12;17,64;1;0
130013;1830800037;24;8,16;1;0
130013;1899910180;24;28,56;2;0
130013;1899910508;24;6,48;1;0
130013;1899912355;18;3,6;1;0
130013;1963100001;48;10,56;2;0
130013;1963100003;48;10,56;2;0
130013;2123200069;12;13,68;1;0
130013;2123200073;12;15,48;1;0
130013;2170400006;40;28,8;1;0
130013;2199910170;27;45,63;1;0
130013;2199910362;300;27;1;0
130013;2200000023;24;9,36;1;0
130013;2400001004;48;41,28;1;0
130013;2400001913;6;15,72;1;0
130013;2400017173;6;44,88;1;0
130013;3010420008;27;6,48;1;0
130013;3020860002;15;26,4;1;0
130013;3060810917;48;19,68;1;0
130013;3070910412;20;1,2;1;0
130013;3070940309;6;8,28;1;0
130013;3072460804;15;18,15;1;0
130013;3073080015;48;12,96;2;0
130013;3090750205;24;9,12;1;0
130013;3100390612;12;10,92;1;0
130013;3111633168;36;3,24;1;0
130013;3113001013;14;10,36;1;0
130013;3133780401;80;120,8;8;0
130013;3138150009;24;5,76;1;0
130013;3139480006;12;16,68;2;0
130013;3139480009;6;8,1;1;0
130013;3152910005;12;14,04;1;0
130013;3272430018;6;21,96;1;0
130013;3284010204;10;10,8;1;0
130013;3331670043;48;18,24;1;0
130013;5011199921;40;21,6;1;0
130013;7667900001;100;50;1;0
130013;9409611170;12;37,08;2;0
130013;9419660562;12;16,92;1;0
130013;9639630174;15;26,55;1;0
130013;9812460043;12;15,12;1;0
130013;9812460052;12;12,96;1;0
130013;9818500032;27;7,02;1;0
130013;9825000026;6;19,8;1;0
130013;9899996042;27;7,02;1;0
130013;9899996502;12;33,72;2;0
130013;9899996503;6;16,86;1;0
130013;9899996546;6;16,74;1;0
130013;9899996615;12;33;2;0
130013;9899996637;18;37,98;3;0
130013;9899996638;6;13,08;1;0
130013;9919670003;100;7;1;0
130014;1000000707;36;21,6;1;0
130014;1000016288;52;3,12;1;0
130014;1000020779;12;7,08;1;0
130014;1000024374;12;14,28;1;0
130014;1000025084;15;6,75;1;0
130014;1000025341;19;2,66;1;0
130014;1000029331;30;40,5;2;0
130014;1000039517;30;27;1;0
130014;1000039683;3,5;9,695;1;0
130014;1000044580;14;59,78;1;0
130014;1000045474;12;8,16;1;0
130014;1000048427;32;7,68;1;0
130014;1000057843;12;12,96;1;0
130014;1000060052;12;25,32;1;0
130014;1000060520;24;33,6;1;0
130014;1000066780;14;23,94;1;0
130014;1000070209;12;12;1;0
130014;1000070225;8;46,8;1;0
130014;1000071934;100;26;1;0
130014;1000075066;6;17,16;1;0
130014;1000078291;15;24,3;1;0
130014;1000081738;10;88,1;10;0
130014;1000093726;31;14,26;1;0
130014;1000097349;6;17,88;1;0
130014;1000097533;9;12,51;1;0
130014;1000100320;15;12,3;1;0
130014;1000101793;20;2,6;1;0
130014;1000107766;10;21,9;1;0
130014;1000115449;30;13,2;1;0
130014;1000121423;24;24;1;0
130014;1000130281;8;34,24;1;0
130014;1019990085;22;6,38;1;0
130014;1030080165;12;1,92;1;0
130014;1042229921;12;39,24;2;0
130014;1047569959;25;70,75;1;0
130014;1049990052;15;10,2;1;0
130014;1051242639;12;3;1;0
130014;1052320019;12;18,96;1;0
130014;1059990090;6;2,4;1;0
130014;1062630012;36;37,08;1;0
130014;1069990135;20;13,4;1;0
130014;1106020135;12;3,96;1;0
130014;1106100081;10;4;1;0
130014;1133538058;4;34,88;1;0
130014;1199991258;24;10,08;1;0
130014;1348900009;9;43,92;1;0
130014;1499910205;27;23,76;1;0
130014;1500000110;50;26;1;0
130014;1519990001;2700;3996;1;1
130014;1521515002;6;15,12;1;0
130014;1544000211;12;26,16;2;0
130014;1600000503;5;11,9;1;0
130014;1635300020;24;4,08;1;0
130014;1635300123;32;43,2;1;0
130014;1647000073;24;5,04;1;0
130014;1670400001;6;28,56;6;0
130014;1685600006;12;67,8;1;0
130014;1699911074;10;27,5;1;0
130014;1699920200;25;4;1;0
130014;1900000043;6;1,02;1;0
130014;2400001004;48;41,28;1;0
130014;2400007539;24;5,28;1;0
130014;3070910412;20;1,2;1;0
130014;3070940309;6;8,28;1;0
130014;3117800004;20;3,6;1;0
130014;3133780401;50;75,5;5;0
130014;3138150008;24;6;1;0
130014;3138150010;24;5,76;1;0
130014;3139480010;10;14,1;1;0
130014;3152910002;30;35,4;5;0
130014;3152910003;10;12,6;1;0
130014;3152910005;6;7,02;1;0
130014;5011199921;40;21,6;1;0
130014;9145890209;6;15,36;1;0
130014;9409611170;6;18,54;1;0
130014;9812460052;12;12,96;1;0
130014;9818500001;6;15,66;1;0
130014;9899996045;27;7,29;1;0
130014;9899996503;6;16,86;1;0
130014;9899996615;24;66;4;0
130014;9899996797;6;15,18;1;0
130015;1000000220;12;24,24;3;0
130015;1000000707;36;21,6;1;0
130015;1000001232;20;2,6;1;0
130015;1000001575;24;58,32;1;0
130015;1000001633;6;14,4;1;0
130015;1000013721;18;11,34;1;0
130015;1000015589;48;0,96;1;0
130015;1000023196;24;25,68;1;0
130015;1000023339;12;19,2;1;0
130015;1000024382;6;14,7;1;0
130015;1000024630;36;52,56;1;0
130015;1000025084;15;6,75;1;0
130015;1000026117;40;34;1;0
130015;1000026173;50;11,5;1;0
130015;1000026174;50;11;1;0
130015;1000026795;40;72,4;1;0
130015;1000027173;12;11,88;1;0
130015;1000027788;12;2,28;1;0
130015;1000029331;15;20,25;1;0
130015;1000039517;30;27;1;0
130015;1000042117;24;5,76;1;0
130015;1000044741;30;15;1;0
130015;1000044742;30;16,5;1;0
130015;1000045005;24;26,4;1;0
130015;1000045473;12;9,24;1;0
130015;1000051818;16;27,36;1;0
130015;1000053674;16;24,32;1;0
130015;1000058020;36;23,76;1;0
130015;1000058286;3;8,82;1;0
130015;1000060050;12;13,2;1;0
130015;1000060055;15;42,3;1;0
130015;1000066780;14;23,94;1;0
130015;1000071672;12;2,88;1;0
130015;1000075066;6;17,16;1;0
130015;1000075067;6;16,74;1;0
130015;1000075887;12;11,52;1;0
130015;1000076085;20;63;1;0
130015;1000077342;12;13,44;1;0
130015;1000077721;12;24,36;1;0
130015;1000079159;14;40,74;1;0
130015;1000081738;1;8,81;1;0
130015;1000082691;27;18,9;1;0
130015;1000091561;20;25,2;2;0
130015;1000093299;2;7,8;1;0
130015;1000096090;6;16,98;1;0
130015;1000096091;6;14,94;1;0
130015;1000097090;12;2,88;1;0
130015;1000100320;15;12,3;1;0
130015;1000106290;12;21,72;1;0
130015;1000109826;10;26,5;1;0
130015;1000113006;12;13,92;1;0
130015;1000113024;6;44,04;1;0
130015;1000115449;30;13,2;1;0
130015;1000115895;8;1,28;1;0
130015;1000116225;12;28,68;1;0
130015;1000125969;16;6,4;1;0
130015;1000125996;15;6,3;1;0
130015;1000127628;15;10,5;1;0
130015;1000127722;6;10,32;1;0
130015;1000134937;80;176,8;2;0
130015;1039990572;24;10,8;1;0
130015;1042229921;6;19,62;1;0
130015;1047569959;25;70,75;1;0
130015;1059990068;6;1,26;1;0
130015;1059990474;25;16,5;1;0
130015;1074940002;18;27,72;1;0
130015;1079990090;10;10,8;1;0
130015;1094940002;18;26,64;1;0
130015;1199991258;24;10,08;1;0
130015;1400000150;6;1,26;1;0
130015;1400000152;6;1,26;1;0
130015;1400000155;12;2,04;1;0
130015;1411440001;12;7,32;1;0
130015;1411440002;12;7,2;1;0
130015;1470400038;15;10,2;1;0
130015;1479800003;15;9,75;1;0
130015;1499910213;12;24,24;1;0
130015;1499919151;15;37,2;1;0
130015;1499919331;32;13,12;1;0
130015;1516100015;18;29,7;1;0
130015;1518500022;27;6,75;1;0
130015;1544000211;24;52,32;4;0
130015;1570400011;40;6,8;1;0
130015;1600000503;5;11,9;1;0
130015;1611300049;20;19;1;0
130015;1617200073;20;2,2;1;0
130015;1626011001;15;18,45;1;0
130015;1626090002;10;16,5;1;0
130015;1626800018;7;16,38;1;0
130015;1649500093;12;23,4;1;0
